Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
"McDonald's, Manyar Kertoarjo Surabaya",R***** A********,25 September 2015,5.0,makanannya enak banget.aku suka sekali order disini.sering banget beli disini via gofood.recommended resto dah pokoknya.cusss order via gofood ya gaess..,Happy Meal Chicken McD Breakfast,24 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",R***** A********,25 September 2015,5.0,makanannya enak banget.aku suka sekali order disini.sering banget beli disini via gofood.recommended resto dah pokoknya.cusss order via gofood ya gaess..,Happy Meal Ayam McD - PaNas 1 Spicy Medium,29 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L****,23 September 2017,5.0,terimakasih pak,PaMer 7 Spicy Medium,21 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",C**** O*****,12 Oktober 2020,5.0,sayang deh sama chefnya,PaNas 2 Medium,20 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",K**** W******,6 Mei 2016,2.0,berulang kali minta saos tomat tapi tidak pernah dikasih. padahal buat anak2,"PaMer 7 Krispy - Paket Hemat Fish Fillet Burger, Large",20 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",G***,17 Juni 2017,4.0,Kertas yg digunakan untuk pembungkus terlalu lenrur,PaMer 7 Krispy,19 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",E***,11 Maret 2017,1.0,Kurang kentangnya,Fish Fillet Burger Meal Medium,21 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F**** R Y*********,21 Juni 2018,2.0,tidak sesuai dengan pesanan,PROMO - 3 Ayam Krispy McD + 3 reg. Rice - Iced Coffee Float,19 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",R****,28 Juni 2019,5.0,mcflurry choconya kurang banyak gak kayak biasanya.,Choco Sundae - Strawberry Sundae - McFlurry Choco,17 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",H******,2 Juni 2017,5.0,"Pelayanan cepat hanya 17 menit, pesanan lengkap dan masih hangat, rasa makanan enak, ditambah diskon gofood jadi makin enak",PaNas Spesial Large - PaNas Spesial Spicy Large - French Fries Large - Spicy Chicken Bites - McFlurry Feat. Oreo,16 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",T***,27 Oktober 2017,2.0,"Sya sdh tulis di catatan klo ayam Original dan tidak mau pedas tp yg dtg ttp yang pedas,
Niat nya mau sarapan ga jadi deh karena ga bisa makn pedas.
Apa guna kita tulis catatan klo tdk di baca oleh pihak resto atau driver nya.
Ga usah klian kasih kolom catatan klo semuanya malas buat baca aplikasi dgn baik",Reusable Bag - PaNas 2 Medium,16 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L**,5 Agustus 2015,5.0,"terima kasih mau mengantar kekurangan pesanan waktu order, keep the good work! stay safe.",Cheeseburger Meal Medium - Fanta Float - McFlurry Feat. Oreo,15 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D** G******,10 Mei 2017,5.0,Makanan disegala kondisi,McNuggets  9pcs,16 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F**** C***,23 Agustus 2019,5.0,mantap Mcd mah,Iced Chocolate Float - PaNas 1 Spicy Large - Beef Burger,2 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",C****** S***** H****,27 Agustus 2015,5.0,"Favorit, Mcdonald selalu mudah dijangkau, kualitas makanan sangat baik, promo banyak dan taste tidak perlu diragukan lagi, rasa baru dikala bosan dengan makanan sehat",French Fries Large - Chicken Fingers,27 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S********,31 Oktober 2018,5.0,pesan kentang goreng gulai gurih kelupaan disertakan bumbunya. setelah itu saya sampaikan ke customer service mcdonald. tanggapannya Dan responnya cepat Dan baik. dalam sekejap langsung dikirimkan penggantinya sama dikasi bonus kentang sedikit. sangat bagus terus ditingkatkan mcdonald Dan lebih teliti lagi mungkin. terima kasih.,"PROMO - 3 Ayam Krispy McD + 3 reg. Rice - Kentang Goreng Gulai Gurih, Large - McFlurry Feat. Oreo",14 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",W*****,9 Oktober 2018,5.0,apa ud ga di kasih paperbag lg ya skrg????,PROMO - 3 Ayam Krispy McD + 3 reg. Rice,14 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",G**** Y*******,31 Juli 2016,5.0,"Mantap, promo nya akhirnya muncul lagi dan rasa nya seperti biasa tidak diragukan lagi. Terima kasih 🙏","Kentang Goreng Gulai Gurih, Large - PaMer 7 Krispy",13 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",M******* G******,26 Januari 2017,3.0,rasa burger ikan nya gk kayak biasanya kering trus kurang fresh 😢,Fish Fillet Burger Meal Medium,13 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S****,21 Mei 2021,5.0,"untuk chicken burger nya standart yaa, ayam, sayur, roti, sama saosnya. dan menurutku udah cukup kenyang. trs buat mc flurry gaada lawan sih drdulu emng menu paling BEST SELLER!!!",McFlurry Feat. Oreo - Chicken Burger,30 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F******,23 Februari 2019,5.0,"mantaaaabbb enak banget, ngga pernah mengecewakan lah",PaNas 1 Large,12 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",T****,1 Desember 2015,5.0,trima kasih enak gan,PROMO - 3 Ayam Krispy McD + 3 reg. Rice - Spicy Chicken Bites - Beef Burger,11 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N*** K*******,2 Agustus 2015,5.0,"The best deal ini! Aku cuma bayar setengah harga aja, trus ga sampe 15 menit ayam2 yang panas dan menggoda sudah nyampe. rasa udah pasti ga ada yang bisa menandingi yaa",PaMer 7 Krispy - McNuggets 6pcs,11 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",R**** S****,6 Oktober 2019,5.0,Ayamnya konsisten gede banget + bumbu pedasnya mantab abisss... 1 ayam ngabisin waktu 30mnt saking pedesnya + dicocol sambel juga mantul. makasih mcd,PaMer 5 Spicy - Strawberry Sundae - Choco Sundae,10 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",I***,27 Februari 2020,4.0,Enak bgt yg spicy!,PROMO - 3 Ayam Spicy McD + 3 reg. Rice,11 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F******,23 Februari 2019,5.0,"Enakkk, bersihh, dan porsinya banyak juga buat aku, tiap selesai makan selalu puass. Lidah dan perut dimanjakan sih ini. Re-order? udah sering 👍🏿",PaNas 1 Large - Matcha McFlurry with Oreo,30 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F******,23 Februari 2019,5.0,"Enakkk, bersihh, dan porsinya banyak juga buat aku, tiap selesai makan selalu puass. Lidah dan perut dimanjakan sih ini. Re-order? udah sering 👍🏿",PaNas 1 Large,24 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F******,23 Februari 2019,5.0,"Enakkk, bersihh, dan porsinya banyak juga buat aku, tiap selesai makan selalu puass. Lidah dan perut dimanjakan sih ini. Re-order? udah sering 👍🏿",PaNas 1 Large,28 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",P**** S*****,4 Agustus 2016,5.0,"Duh, siapa sih yang gak suka McDonald’s? Akhir-akhir ini lagi bosen ayamnya, bisa pesen nuggetnya. Menurutku kerasa banget ayamnya.",Matcha McFlurry with Matcha Cookies - McNuggets 6pcs,19 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S*****,30 November 2015,1.0,"Saya pesan nasi uduk tanpa sambal, dan tetap diberi sambal semua, dan ini bukan kali pertama. Tolong diperhatikan note dari pemesan, karena orderan saya ini untuk anak2 yang sama sekali tidak mau sambal, jadi agak repot kalau nasinya sudah kena sambal seperti ini. Kalau untuk orang dewasa masih bisa dimaklumi, sambalnya dibuang sudah cukup, meskipun ada sisa2 sambal masih tetap bisa dimakan, tapi kalau anak2 tidak mau.",2x Nasi Uduk McD ALC - HashBrown,8 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A***** D*** K********,1 November 2017,5.0,Terima kasih sudah mengatasi badmood saya hari ini,PaNas Spesial Medium,8 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",P***,8 September 2015,2.0,tidak kasi saus sama sekali dan sambal,Paket Nasi Uduk McD Ayam Suwir - PaMer 7 Krispy,7 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",I** F******,11 Juli 2019,1.0,Nasi uduk lembek banget,2x Nasi Uduk McD ALC - Apple Pie,7 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",W****** S******,7 Maret 2018,5.0,sudah sesuai dan prosedur sebagaimana mestinya.,PROMO - 3 Ayam Spicy McD + 3 reg. Rice - Chicken Muffin ALC + Sausage Muffin ALC - 2 pcs Krispy Chicken McD - Cheese Stick,6 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D** G******,10 Mei 2017,5.0,Rasanya ayam mcd banget,McSpicy Yakiniku Burger  Medium - McSpicy Yakiniku Burger,7 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",V***,3 Februari 2017,5.0,Tolong lebih teliti dalam membuat order,Paket Berdua A - McNuggets 6pcs - Cheese Stick - Bottled Mineral Water,5 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N****,5 Agustus 2015,4.0,"Tadi saya pesen 3 sundae strawberry, saya kasih note 1 tanpa topping, tapi dapatnya tanpa topping semua. Lain kalo tolong diperhatikan lagi ya :)",Strawberry Sundae - Choco Sundae - PaNas 2 Spicy with Fries Large - Beef Burger - Fish Snack Wrap,4 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L**,15 Januari 2018,1.0,"udah berkali-kali mesen yg spicy datengnya crispy, giliran kalo crispy nya abis minta spicy ga boleh, heran bgt sm SOP nya",PaNas 2 with Fries Medium,3 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S*****,27 April 2019,5.0,"rasa kas makanan mcd yang sangat enak
muat saya suka membeli makanan di mcd",Paket Berdua B,3 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",T**** D** L******,17 Maret 2017,3.0,"kentangnya banyak yg gosong, trus kok kecil2 ya kayak protolan",French Fries Large,2 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",J*** G*******,6 September 2016,5.0,Makanan nya enak banget mantap deh,PaNas 1 Spicy Medium - Chicken Burger Deluxe Large,1 Agustus 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",M*** M******,30 April 2018,5.0,Sempet tumpah setengah. Pas lapor ke mcd nya digantiin full dong. Ya Allah baik bgt. Terima ksih,Latte Frappe Large - McFlurry Choco,14 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A****,7 Oktober 2018,5.0,rasanya enak tpkenapa gaboleh teh botol sosro sih,PaNas 1 Medium - Chicken McMuffin,28 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L****,4 September 2018,5.0,macdonald. semua orang juga tahu lah kalo macdonald enak. kalo ada menu baru yang seasonal selalu coba,McNuggets Meal Medium,14 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L****,4 September 2018,5.0,macdonald. semua orang juga tahu lah kalo macdonald enak. kalo ada menu baru yang seasonal selalu coba,McNuggets Meal Medium,14 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D**** K***** D***,23 September 2015,1.0,SAYA SUDAH KASIH NOTE UNTUK DIBERI 6 SACHET SAOS. TAPI YG SAYA TERIMA CUMA 2 SACHET. TRUS APA GUNANYA FITUR NOTE KALAU ENGGA DIPERHATIKAN NOTE NYA???!!,2 pcs Krispy Chicken McD,30 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S****** W****,7 Januari 2021,3.0,pancake terlalu biasa,Hotcake 2Pcs Combo Meal - Chicken McMuffin Extra Value Meal - Fanta Float,29 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",C********** H**** P,25 Juli 2021,3.0,"kulit ayam ga ada setengah, nasi kurang",Matcha McFlurry with Oreo - PaNas 2 Spicy Medium - French Fries Large - 1pc Krispy Chicken,28 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S**** V****,10 Januari 2018,4.0,tadi pesenannya lupa gk dimasukin nasinyaa ... smoga dicek lagi yaa,PaNas 2 Large - French Fries Large,29 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",W******** H,26 November 2016,1.0,pesanan kurang. sudah ditulis pesan sakura fizz ternyata barangnya gaada. semoga berkah ya😊,Cheeseburger - PaNas Spesial Spicy Medium - Sakura Fizz,23 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A**** A*** K****,17 Oktober 2015,2.0,di cek lagi tempat minumannya bocor apa engga,PaNas Spesial Large,21 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D*** W******,2 Juli 2016,3.0,"pesennya paket, minumnya ga ada","Paket McSpicy Yakiniku Burger, Medium with French Fries - Paket Beef Yakiniku Tamago Burger, Medium with French Fries - Fish Fillet Yakiniku Burger",19 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F****,24 Februari 2020,5.0,kalau pakai gojek mc flurynya topingnya lebih banyak drpd beli langsung🤣,Chicken Snack Wrap - Matcha McFlurry with Oreo - Beef Burger - Fruit Tea Lemon Large,13 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",J******** R********,17 Januari 2018,3.0,"minta paha atas dikasihnya paha bawah, kecil bgt dongg.",PaNas Spesial Medium - HashBrown - Breakfast Wrap,15 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",G*****,11 Juni 2018,5.0,sip driver ramah,Choco Sundae - Beef Burger,16 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",I*** R*** (******,21 Oktober 2016,1.0,ketika pesan sambal agak banyak malah tidak diberi. selalu persoalannya di sambal terus,Hot Cakes 3pcs - PaNas Spesial Spicy Large,17 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",Y****** N*****,22 Juni 2015,1.0,susah banget di mintain saus tomat,PaNas 2 Medium - Hotcakes 2Pcs,13 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F*********,5 Juni 2017,5.0,mantabz burgernya mantab ayamny mantab es creamny,Double Cheeseburger Meal Medium,13 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",H***** D***,29 Maret 2018,5.0,drivernya sopan,Beef Burger Deluxe,13 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",H*****,15 Januari 2018,5.0,terima kasih 👍👍,Fish Fillet Yakiniku Burger - Fish Fillet Yakiniku Burger Medium,13 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D***** P****** C*,28 Desember 2018,3.0,"di notenya sudah ditulis ganti lemon tea, tapi dikasihnya cola",Beef Burger Deluxe Medium - Beef Burger,12 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A******** W*******,24 Mei 2021,2.0,di breakfast wrap ada rambut yg  lengket di kejunya,Breakfast Wrap - Iced Coffee Jelly Float,12 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",R********,21 Oktober 2019,1.0,"beli happy meals, mainanya gak ada. minta tlong d cek lbh dlu. anak sya sampai nangis",French Fries Large - PaMer 5 Krispy Medium - Happy Meal Chicken Burger,11 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D***,13 Juni 2017,1.0,"2x ini salah kirim pesanan. pegawai mcd yg disini apa ga baca pesanan pelanggan ?
niat kerja apa ga pegawai mcd cabang ini ?",McFlurry Feat. Oreo - McFlurry Choco - PaMer 5 Krispy,8 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N***,30 Juni 2021,5.0,semoga makin lancar semuanya buat langganan,PaNas 2 Spicy with Fries Medium,7 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A**** R*****,16 November 2018,5.0,protocol kesehatan lanjut dijalankan,"Family Time Bertiga Happy Meal Ayam McD, Cheese Burger With 2pcs reg. MILO",4 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D*** A*****,24 Mei 2016,4.0,Tidak sesuai dengan pesanan yg di order,PaNas Spesial Spicy Large,1 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A***,10 Agustus 2016,4.0,"Kurang teliti baca detail pesanan nya, seharusnya mc nugget 9 pcs 2 saos yg berbeda",Mango Peach Frappe Large - Sakura Fizz - McChicken - Double Cheeseburger Meal Medium - McNuggets  9pcs,2 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D***** W******* D********,4 April 2020,3.0,"Beli 2 paket promo Sausage McMuffin (4 burger Sausage McMuffin), datang 2 Sausage McMuffin dan 2 Chicken Muffin.",Chicken Muffin ALC + Sausage Muffin ALC - 2x Nasi Uduk McD ALC - Matcha McFlurry with Oreo - Matcha Frappe Large - 2 pcs Spicy Chicken McD - McFlurry Choco,1 Juli 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",H**** S*******,8 Oktober 2016,2.0,perhatiin pesenannya ya,Spicy Nori McShaker Fries Large - McSpicy - Klepon Cake,30 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",K******,17 Oktober 2016,2.0,NASI KETINGGALAN PARAH!!!!,Paket Berdua A,28 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D***,13 Juni 2017,1.0,"pesen hot tp yg datang ice.
ga baca pesenan apa gimana",McFlurry Feat. Oreo - McFlurry Choco - Hot Hazelnut Latte Large,26 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",V***,7 September 2016,4.0,Kentangnya layu,Spicy Chicken Bites - French Fries Large,26 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D***** W******* D********,4 April 2020,3.0,"Terulang lagi.. Sudah ditulis ekstra sambal, tapi yang datang tanpa sambal sama sekali. 8 burger tanpa sambal??!!",Matcha McFlurry with Oreo - Sausage McMuffin - 2x Sausage  McMuffin ALC - McFlurry Choco,26 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",Y********,4 Oktober 2018,5.0,saya pesan kok ga dapat saos nya,PaMer 5 Krispy,25 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S******* M*******,28 Februari 2018,2.0,"nasinya cmn 3-4 suap sendok. sedikit sekali, ayamnya hanya 4 siwir kecil, telur sepotong kecil. jauh tdk sepadan dengan harga",Paket Nasi Uduk McD Ayam Suwir,25 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N**** A**** A,6 September 2019,2.0,"td saya pesan 2 paket happy meal,tetapi disemua paket yang saya pesan tdk dapat HM Toysnya,padahal saya sudah menginput pilihan HM toys sewaktu pesannya.",Matcha McFlurry with Matcha Cookies - Happy Meal Ayam McD - Happy Meal Ayam McD - Beef Burger,25 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",K**** P****,8 November 2019,1.0,Pelit bgt saos sambel kenapa sih? Bahkan sering bgt ga di kasih saos sambel sama sekali!!!!!,Sausage McMuffin® With Egg - Matcha McFlurry with Matcha Cookies,25 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",V*******,9 Mei 2019,4.0,kentangnya ga kayak biasanya:) rasanya hambar ga kyk dulu🥺🥺 padahal suka kentangnya:),1pc Krispy Chicken - Triple Burger with Cheese Meal Large,24 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",E**,1 September 2017,4.0,klo beli banyak harusnya dikasi kantong biar tumpah minumannya dan tolong di teliti apakah sudah ada saus nya atau ga  karna beberapa kali beli ga ada saus nya,2x Sausage  McMuffin ALC - Hot Coffee - Matcha McFlurry with Matcha Cookies - HashBrown - Apple Pie,21 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",T****************************,28 September 2018,4.0,permisi es krim yang saya beli kurang uang nya juga saya kasih dengan harga eskrimnya tpi eskrim nya yang satunya ngak ada.... saya ingin pengembalian uang untuk 1 eskrim itu terima kasih...,Matcha McFlurry with Matcha Cookies - McFlurry Feat. Oreo - French Fries Large - Strawberry Sundae - Matcha Frappe Large - Matcha McFlurry with Matcha Cookies,23 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",F****,27 Februari 2017,2.0,minuman tdk ada,Cheeseburger+ Double Choco Pie + Reg. Coke - Choco Sundae - Strawberry Sundae - McFlurry Feat. Oreo,21 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",T***,14 Agustus 2015,4.0,"kasih driver kantong plastik, seperti biodegradable bag",McNuggets 6pcs - 1pc Spicy Chicken,21 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",M********* P**** (***,9 Mei 2019,5.0,eskrimnya banyakin ya,Happy Meal Chicken Burger - Strawberry Sundae,14 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",P***** S**** A***** T*********,15 September 2018,5.0,💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,BTS Meal,9 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S******* J***,3 Juni 2021,5.0,sayang deh sama chefnya,McFlurry Feat. Oreo - 2 pcs Krispy Chicken McD - Chicken Snack Wrap,4 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A** A* L**,25 Januari 2019,4.0,Es krim tengahnya kok kosong?,Big Mac - Choco Sundae,5 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D**** R*** D** A***,2 April 2021,5.0,Ga ada yang bisa nandingin Muffin dipagi hariiii,Sausage McMuffin® With Egg,3 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A**** S*****,3 April 2021,5.0,ice cream nya gk leleh dan pengirimannya cepat,McFlurry Feat. Oreo,1 Juni 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N*** A*******,27 Agustus 2018,1.0,pesanan sy ada yg tidak dimasukkan. padahal di struk sudah tercatat. merugikan pelanggan. sama dengan korupsi. sudah bayar tp tidak ada barangnya,Happy Meal Chicken Burger - Chicken Burger - Strawberry Sundae - PaNas 2 with Fries Medium,31 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A**** P****** A*********,15 Desember 2018,5.0,Mantab gaisssssssss,Cheeseburger+ Double Choco Pie + Reg. Coke,30 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N****,9 Mei 2017,3.0,saya pesen menu aplikasi ukuran large. tapi yang ukuran large nya minuman dan nasi nya saja. ayam nya kok ukuran medium ya?,PaNas 1 Spicy Large,29 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S****,20 November 2015,1.0,Tdk terima nasinya,Paket Berdua B,28 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",L*** S********,3 Januari 2017,5.0,makasi catatan yg saya kasih dilaksanakan 🙏😍,Happy Meal Ayam McD - Beef Burger - Color Surprise McFlurry +Double Choco Pie - Color Surprise McFlurry,27 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",A***** A******,5 November 2020,5.0,luvv mcd pokoknya,McFlurry Feat. Oreo,25 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N***,26 Desember 2016,3.0,"pesan es krim colour surprise tapi ga dikasik serbuknya.. Akhirnya cuma es krim base aja plus topping oreo, ga bisa berubah warna. Padahal anakku pengen banget bisa berubah warna :(",Color Surprise McFlurry - PaNas 2 with Fries Medium,21 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",I****,17 Mei 2016,5.0,"semangat chef, sehat selalu",1pc Spicy Chicken - 1pc Krispy Chicken - Chicken Snack Wrap,14 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",D*****,28 Juli 2015,3.0,"saat kemarin gofood, nasi terendam dengan tumpahan lemon tea. lemon tea hanya di plester atasnya dan dibungkus dengan paper bag. pak gojek yg mengantar sudah baik dengan mebungkus semuanya pakai plastik. tp kenapa mcd tidak ada inisiatif untuk bungkus minuman dengan plastik mengetahui itu pesanan gofood yg pasti resiko miring saat diantarkan.",PaMer 7 Mix Medium,13 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N** H******,21 Juli 2018,3.0,tlg d perhatikan lg note nya. saya minta tanpa ice tp msh ada ice nya,PaNas 2 Spicy with Fries Medium - McSpicy Meal Medium,14 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",P******* D**** R*******,11 November 2019,3.0,servicenya lama,Chicken McMuffin - Paket Nasi Uduk McD Ayam Suwir,14 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",B* A**** (*************,22 November 2019,5.0,LAIN KALI LEBIH TELITI 👍,McD Chicken Porridge - Double Choco Pie - Strawberry Sundae,11 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",N********,20 Desember 2020,5.0,minumanya enak sekali,Boba Iced Coffee Float,13 Mei 2021,2025-07-11 22:19:40
"McDonald's, Manyar Kertoarjo Surabaya",S****** S******,15 September 2016,5.0,mantap porsi dan rasanya.,PaNas 2 Spicy with Fries Large - Big Mac Meal Large,12 Mei 2021,2025-07-11 22:19:40
