Nama Restoran,Nama Menu,Detail Menu,Harga,Waktu Scraping
"Ta Wan, Galaxy Mall",Bihun Singapore,N/A,63.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bihun Goreng Ayam,N/A,58.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Rice Bowl Ayam Kungpao,N/A,42.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Rice Bowl Ayam Lada Hitam,N/A,40.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Rice Bowl Dori Saus Thai,N/A,39.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Rice Bowl Ayam Telur Asin,N/A,42.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Rice Bowl Ayam Goreng Pedas,N/A,38.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 1A + Teabotol Sosro Kotak,Nasi + Sapi Lada Hitam + Kailan BP + Terong Telur Asin + Pangsit + Sambal + Tehbotol Kotak Sosro,69.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 1B + Teabotol Sosro Kotak,Nasi + Sapi Mongolia + Kailan BP + Terong Lada Garam + Pangsit + Sambal + Tehbotol Kotak Sosro,69.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 2A + Teabotol Sosro Kotak,Nasi + Dori Saus Thai + Kulit ayam goreng lada garam +Poh Chai BP + Pangsit + Sambal  + Tehbotol Kotak Sosro,67.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 2B + Teabotol Sosro Kotak,Nasi + Dori Telur Asin + Lumpia Ayam + Poh Chai BP + Pangsit + Sambal + Tehbotol Kotak Sosro,67.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 3A + Teabotol Sosro Kotak,Nasi + Udang Bawang Putih + Pangsit Ayam + Camiau BP + Pangsit + Sambal + Tehbotol Kotak Sosro,69.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 3B + Teabotol Sosro Kotak,Nasi + Udang Mentega + Pangsit Ayam + Camiau BP + Pangsit + Sambal + Tehbotol Kotak Sosro,69.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 4A + Teabotol Sosro Kotak,Nasi + Ayam Saus Madu + Tahu telur asin + Buncis BP + Pangsit + Sambal + Tehbotol Kotak Sosro,60.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 4B + Teabotol Sosro Kotak,Nasi + Ayam asam manis + Tahu telur asin + Buncis BP + Pangsit + Sambal + Tehbotol Kotak Sosro,60.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 1A,Nasi + Sapi Lada Hitam + Kailan BP + Terong Telur Asin + Pangsit + Sambal,63.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 1B,Nasi + Sapi Mongolia + Kailan BP + Terong Lada Garam + Pangsit + Sambal,63.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 2A,Nasi + Dori Saus Thai + Kulit ayam goreng lada garam +Poh Chai BP + Pangsit + Sambal,52.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 2B,Nasi + Dori Telur Asin + Lumpia Ayam + Poh Chai BP + Pangsit + Sambal,52.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 3A,Nasi + Udang Bawang Putih + Pangsit Ayam + Camiau BP + Pangsit + Sambal,57.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 3B,Nasi + Udang Mentega + Pangsit Ayam + Camiau BP + Pangsit + Sambal,57.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 4A,Nasi + Ayam Saus Madu + Tahu telur asin + Buncis BP + Pangsit + Sambal,57.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Platinum 4B,Nasi + Ayam asam manis + Tahu telur asin + Buncis BP + Pangsit + Sambal + Tehbotol Kotak Sosro,57.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold A,Nasi Ayam Telur Asin + Lemon Tea,55.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold B,Nasi Ayam Lada Hitam + Lemon Tea,55.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold C,Nasi Dori Asam Manis + Lemon Tea,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold D,Nasi Dori Saus Mentega + Lemon Tea,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold E,Nasi Sapi Lada Hitam + Lemon Tea,63.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Gold F,Nasi Sapi Mongolia + Lemon Tea,63.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Goreng Ayam,N/A,48.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Goreng Seafood,N/A,58.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Goreng Spesial Ulang Tahun,N/A,55.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Hong Kong Ayam Chasiu,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Hong Kong Ayam Rebus,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Hong Kong Bebek Panggang,N/A,55.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Hong Kong Pangsit Ayam,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mie Kuah Sapi Sengkel,N/A,66.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kwetiaw Goreng Sapi,N/A,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kwetiaw Siram Seafood,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kwetiaw Goreng dengan Jamur Shimeji,N/A,65.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kwetiaw Chili Oil,N/A,65.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Ikan Asin Jambal,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Ayam Dengan Nanas Manis,N/A,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Seafood,N/A,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Xo Seafood,N/A,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Ala Yang Chow,N/A,57.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Baby Buncis Cah Sapi Cincang,N/A,51.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bayam Jepang Bawang Putih,N/A,41.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bayam Jepang Tiga Telur,N/A,72.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Brokoli Cah Sapi Iris,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Brokoli Udang & Saus Xo,N/A,79.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cai Miau Ikan Asin,N/A,40.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cai Miau Bawang Putih,N/A,47.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Jamur Enoki Goreng Garing,N/A,51.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kailan Spesial Dua Rasa,N/A,51.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kailan Bawang Putih,N/A,40.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kailan Jamur Shiitake,N/A,50.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Tauge Ikan Asin,N/A,47.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Terong Goreng Lada Garam,N/A,47.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Labu Jepang Telur Asin,N/A,54.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kangkung Cah Tauco,N/A,41.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Asam Pedas Szechuan,N/A,58.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Ayam Gingseng,N/A,61.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Jagung Daging Kepiting,N/A,60.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Kepala Ikan A La Hakka,N/A,85.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Seafood Tahu Kombinasi,N/A,57.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Angsio Tahu,N/A,57.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mapo Tofu,N/A,64.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sapo Tahu Seafood,N/A,72.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Tahu Sutra Goreng Telur Asin,N/A,53.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Tahu Sutra Goreng Lada Garam,N/A,48.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Chasiu,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Gandum Crispy,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Goreng Asam Manis,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Goreng Pedas,N/A,59.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Goreng Saus Madu,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Goreng Saus Mentega,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Goreng Spesial Ta Wan,N/A,72.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Krispi Sauce Orange Dengan Labu Jepang,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Kung Pao,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Rebus A La Hainan 1 Ekor,N/A,143.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Rebus A La Hainan 1/2 Ekor,N/A,83.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Saus Lemon,N/A,61.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Soya 1 Ekor,N/A,144.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ayam Soya 1/2 Ekor,N/A,89.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kulit Ayam Goreng Lada Garam,N/A,46.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sapi Lada Hitam,N/A,79.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sapi Mongolia,N/A,77.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cumi Goreng Lada Garam,N/A,68.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cumi Goreng Saus Mentega,N/A,68.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cumi Goreng Telur Asin,N/A,68.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cumi Goreng Thailand,N/A,67.650,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Dori Goreng Telur Krispi,N/A,62.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Hotplate Seafood Ala Szechuan,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Hotplate Seafood Lada Hitam,N/A,73.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Dori Goreng Thailand,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Dori Saus Xo,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Dori Telur Asin,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Dori Tim Bawang Putih,N/A,69.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Gurame Goreng Telur Asin,N/A,108.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Gurame Saus Asam Manis,N/A,111.100,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Ikan Kakap Goreng Saus Asam Manis,N/A,111.100,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kepiting Soka Lada Garam,N/A,86.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kepiting Soka Saus Mentega,N/A,86.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kepiting Soka Telur Asin,N/A,86.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Lumpia Lie Hong Kie,N/A,67.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Lumpia Udang,N/A,66.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Goreng Bawang Putih Garing,N/A,78.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Goreng Mayonais,N/A,77.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Goreng Saus Mentega,N/A,77.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Goreng Telur Asin,N/A,80.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Krispi Sambal Kemangi Dengan Kulit Ayam,N/A,96.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bubur Polos,N/A,29.700,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bubur 1 Topping,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bubur 2 Topping,N/A,39.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bubur 3 Topping,N/A,41.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bubur Special Ta Wan 3 Kombinasi,N/A,42.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bapao Ayam Chasiu,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bapao Custard,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bapao Telur Asin,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bapao Wijen Hitam,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bola Rambutan,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cakue Goreng Isi Udang Ayam,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cheong Fun Ayam Chasiu,N/A,34.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cheong Fun Polos,N/A,28.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Hakau,N/A,35.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kaki Ayam Tim Lada Hitam,N/A,33.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kuo Tie Goreng,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Lumpia Goreng Ayam,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Lumpia Lumpia Kulit Tahu Goreng,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mantau Goreng,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Mantau Kukus,N/A,34.100,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Onde Onde Telur Asin,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Onde Onde Wijen Hitam,N/A,35.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Pangsit Goreng Udang Mayonais,N/A,34.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Pangsit Udang Cuka Hitam,N/A,34.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Pangsit Udang Tim Saus Xo,N/A,34.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Siomay Hong Kong Ayam,N/A,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Sup Pangsit Udang,N/A,42.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Tim Bakso Sapi,N/A,33.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Udang Goreng Roti Wijen,N/A,35.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cheong Fun Udang,N/A,35.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Lo Ma Gai (Nasi Ketan Ayam Kecap),N/A,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bebek Panggang 1 Ekor,N/A,325.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bebek Panggang 1/2 Ekor,N/A,177.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Putih,N/A,14.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Hainan,N/A,16.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Cakue,N/A,15.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Teh Ginseng Dengan Goji Berry,N/A,53.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Teh Madu Dengan Goji Berry Dan Lemon,N/A,53.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Teh Bunga Krisan Dengan Goji Berry,N/A,42.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Teh Lemon,N/A,20.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Chinese Tea - Oolong,N/A,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Chinese Tea - Jasmine,N/A,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Chinese Tea - Chrysanthemum,N/A,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Teh,N/A,15.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Teh Hangat,N/A,15.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Air Mineral,N/A,15.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Jus Melon,N/A,26.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Jus Semangka,N/A,26.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Tehbotol Sosro Kotak,N/A,19.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Jeruk Peras,N/A,25.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Teh Apel Hijau,N/A,28.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Teh Lemon Hijau,N/A,28.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Teh Leci,N/A,29.300,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Es Lemon Madu dengan Goji Berry,N/A,28.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Teh Jasmine,N/A,32.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Thai Tea,N/A,29.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Green Tea,N/A,34.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Earl Grey Tea,N/A,34.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Earl Grey Milk Tea,N/A,37.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Vietnam Drip,N/A,38.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Brown Sugar Coffee,N/A,37.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Iced Black Coffee,N/A,34.400,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Hot Black Coffee,N/A,27.600,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Avocado Coffee,N/A,46.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Coffee Caramel,N/A,36.500,2025-07-04 21:31:54
"Coffee Bean & Tea Leaf, Galaxy Mall",BOGO Aerocano Mix,1 orange aerocano reguler + 1 classic aerocano reguler,51.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",BOGO Orange Aerocano,2 orange aerocano reguler,51.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",BOGO Classic Aerocano,2 classic aerocano reguler,33.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Duo Latte 1,1 iced vanilla latte small + 1 iced hazelnut latte small,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Duo Latte 2,1 iced mocha latte + 1 iced vanilla latte small,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Ultimate Aren Latte + Iced Cafe Latte + Iced Vietnam Coffee (B2G1 1),Iced ultimate aren latte small + iced cafe latte small + iced vietnam coffee small,60.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Iced Double Chocolate + Iced Ultimate Aren Latte + Iced Vanilla Latte (B2G1 2),Iced double chocolate small + iced ultimate aren latte small + iced vanilla latte small,60.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Coffee Break A,1 almond banana tart + 1 iced vietnam coffee,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Coffee Break B,1 chicago cheese cake + 1 iced vietnam coffee,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Coffee Break C,1 chocolate fudge cake + 1 iced vietnam coffee,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Coffee Break D,1 oreo cheese cake + 1 iced vietnam coffee,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Coffee Break E,1 dark chocolate cheese cake + 1 iced vietnam coffee,50.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Shopping Bag,Eco friendly shopping bag,2.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Chicken Fried Rice,Chicken Fried Rice,66.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Fried Noodle,Fried Noodle,66.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Mie Godog,Mie Godog,66.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Dory & Chips,Dory & Chips,79.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Fettucini Carbonara,Fettucini Carbonara,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Chicken Parmigiana,Chicken Parmigiana,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Aglio Oilio,Aglio Oilio,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Spaghetti Bolognaise,Spaghetti Bolognaise,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Beef Brisket Open Sandwich,Beef Brisket Open Sandwich,91.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Long John Gyu Teriyaki,Long John Gyu Teriyaki,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Teriyaki Tori Burger,Teriyaki Tori Burger,85.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Oxtail Fried Rice,Oxtail Fried Rice,115.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Mix Platter,Mix Platter,102.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Steak Sandwich,Steak Sandwich,139.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Mushroom Pizza,Mushroom Pizza,73.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Oxtail Soup,"Slices of oxtail, served with rice, and vegetables in a rich beef broth.",210.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Grilled Oxtail,"Slices of grilled oxtail, served with rice, and vegetables in a rich beef broth.",228.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Swiss Mocha Latte,Swiss Mocha Latte,67.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Mocha Iced Blended,Mocha Iced Blended,74.400,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Vanilla Latte,Vanilla Latte,67.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Hazelnut Latte,Hazelnut Latte,67.200,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Hazelnut Iced Blended,Hazelnut Iced Blended,74.400,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Iced Ultimate Aren Latte (S),Iced Ultimate Aren Latte (S),39.600,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Vietnamese Iced Coffee (S),Vietnamese Iced Coffee (S),45.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Iced Royal Pandan Latte (S),Iced Royal Pandan Latte (S),39.600,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Caramel Latte,Caramel Latte,70.800,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Caramel Iced Blended,Caramel Iced Blended,78.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Caramel Machiato,Caramel Machiato,70.800,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Iced Vanilla Macchiato (S),Iced Vanilla Macchiato (S),48.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Double Chocolate,Double Chocolate,72.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Pure Double Chocolate,Pure Double Chocolate,81.600,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Cookies & Cream Iced Blended,Cookies & Cream Iced Blended,78.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Pure Chocolate Iced Blended,Pure Chocolate Iced Blended,78.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Pure Vanilla Iced Blended,Pure Vanilla Iced Blended,78.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Iced Tea,Iced Tea,39.600,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Lemon Iced Tea (R),Lemon Iced Tea (R),52.800,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Lychee Iced Tea (R),Lychee Iced Tea (R),52.800,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Mango Iced Tea (S),Mango Iced Tea (S),42.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Beef Lasagna,Beef Lasagna,87.600,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Almond Croissant,Almond Croissant,52.000,2025-07-04 21:32:28
"Coffee Bean & Tea Leaf, Galaxy Mall",Beef Croissant,Beef Croissant,52.000,2025-07-04 21:32:28
