Nama Restoran,Nama Menu,Detail Menu,Harga,Waktu Scraping
"Bentoya, Galaxy Mall 2",Chicken Gomadare Bento,Chicken gomadare + acar + side dishes + rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Katsu Bento,Chicken Katsu + Acar + Side Dishes + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Sasami Katsu Bento,Sasami (Chicken Tenderloin) Katsu + Acar + Side Dishes + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Bento,Chicken Karaage + Acar + Side Dishes + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Salmon Teriyaki Bento,Salmon Teriyaki + Acar + Side Dishes + Rice,116.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Teriyaki Bento,Beef Teriyaki + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Hambagu Bento,Beef Hambagu + Butter + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Yakiniku Calbee Bento,Beef Yakiniku Calbee + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Furai Bento,Ebi Furai + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Mayo Karaage Bento,Ebi Karaage + Mayonnaise + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Stamina Bento,Beef Stamina + Acar + Side Dishes + Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Katsu Bento,Dori katsu + tartar sauce + acar + side dishes + rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Karaage Bento,Dori Karaage + Tar-Tar Sauce + Acar + Side Dishes + Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kids Bento A - Chicken Karaage,Chicken Karaage + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,70.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kids Bento B - Sasami Katsu,Sasami Katsu + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,70.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kids Bento C - Ebi Furai,Ebi Furai + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kids Bento D - Salmon Teriyaki,Salmon Teriyaki + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Combi Kids Bento 1 - Chicken Karaage & Ebi Furai,Chicken Karaage + Ebi Furai + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Combi Kids Bento 2 - Sasami Katsu & Ebi Furai,Sasami Katsu + Ebu Furai + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Combi Kids Bento 3 - Salmon Teriyaki & Ebi Furai,Salmon Teriyaki + Ebi Furai + Crab Claw + Ebi Shumai + Tamagoyaki + Edamame + Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Don,Chicken Teriyaki + Ajitama + Rice,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Katsu Don,Chicken Katsu + 1 Beaten Egg + Rice,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Don,Chicken karaage + beaten egg + rice,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Calbee Don,Beef Calbee + Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Una Don,Unagi + Tamagoyaki + Rice,154.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Stamina Don,Beef stamina + bawang bombay + rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Gyu Don,Gyu + Bawang Bombay + Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Paitan Ramen,Chicken Teriyaki + Ajitama + Corn + Paitan Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Paitan Ramen,Chicken Karaage + Ajitama + Corn + Paitan Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Calbee Paitan Ramen,Beef calbee + ajitama + corn + paitan ramen,96.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Miso Ramen,Chicken Teriyaki + Ajitama + Corn + Miso Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Miso Ramen,Chicken Karaage + Ajitama + Corn + Miso Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Calbee Miso Ramen,Beef Calbee + Ajitama + Corn + Miso Ramen,96.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Spicy Miso Ramen,Chicken Teriyaki + Ajitama + Corn + Spicy Miso Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Spicy Miso Ramen,Chicken Karaage + Ajitama + Corn + Spicy Miso Ramen,76.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Calbee Spicy Miso Ramen,Beef Calbee + Ajitama + Corn + Spicy Miso Ramen,96.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Yakisoba - No topping,Japanese stir-fried noodles,58.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Yakisoba,Chicken Teriyaki + Japanese stir-fried noodles,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chikuwa Yakisoba,Chikuwa + Japanese stir-fried noodles,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Yakisoba,Ebi + Japanese stir-fried noodles,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Yakimeshi - No topping,Japanese Fried Rice + Acar,58.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Yakimeshi,Chicken Teriyaki + Japanese Fried Rice + Acar,64.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Salmon Yakimeshi,Salmon + Japanese Fried Rice + Acar,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Yakimeshi,Ebi + Japanese Fried Rice + Acar,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Katsu Curry,Chicken Katsu + Curry Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Sasami Katsu Curry,Sasami (tenderloin chicken) katsu + curry rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage Curry,Chicken Karaage + Curry Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki Curry,Chicken Teriyaki + Curry Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Tandoori Curry,Chicken Tandoori + Curry Rice,78.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Katsu Curry,Dori Katsu + Curry Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Karaage Curry,Dori Karaage + Curry Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Furai Curry,Ebi Furai + Curry Rice,89.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Hambagu Curry,Beef Hambagu + Curry Rice,103.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Inari Zushi (1 Pc),N/A,15.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kanikama Mentai Inari (1 Pc),N/A,25.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Salmon Mentai Inari (1 Pc),N/A,29.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Aburi Salmon Roll (4 Rolls),N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Aburi Salmon Roll (8 Rolls),N/A,116.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Tandoori (1 pc),N/A,19.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Teriyaki,N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Gomadare,N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Katsu,N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Sasami Katsu (3 pcs),N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage (2 pcs),N/A,27.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage (5 pcs),N/A,59.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Chicken Karaage (8 pcs),N/A,83.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Teriyaki,N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Hambagu,N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Yakiniku Calbee,N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Beef Stamina,N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Salmon Teriyaki,N/A,97.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Unagi Kabayaki,N/A,137.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Karaage (4 pcs),N/A,71.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Dori Katsu,N/A,71.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Mayo Karaage,N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Furai (3 pcs),N/A,84.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Age Gyoza,N/A,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Yaki Gyoza,N/A,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ajitama (1 Pc),Marinated boiled egg,19.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Shumai,N/A,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Isobe Age,Chikuwa,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Edamame,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Miso Soup,N/A,19.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Tamagoyaki,N/A,42.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Aonori Tamagoyaki,N/A,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Rice,N/A,19.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Corn Salad,Corn + cabbage + purple cabbage + carrot + cucumber,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kanikama Mentai Corn Salad,Kanikama + mentai sauce + corn + cabbage + purple cabbage + carrot + cucumber,42.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Salmon Mentai Corn Salad,Salmon + mentai sauce + corn + cabbage + purple cabbage + carrot + cucumber,46.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Kanikama Chawan Mushi,Chawan mushi with kanikama,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Ebi Chawan Mushi,N/A,42.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Lime Mojito,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Mango Mojito,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Strawberry Mojito,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Lychee Mojito,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Yuzu Mojito,N/A,38.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Avocado Cheezu,N/A,51.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Mango Cheezu,N/A,51.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Red Velvet Cheezu,N/A,51.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Choco Cheezu,N/A,51.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Taro Cheezu,N/A,51.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Sencha,N/A,23.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Tea,N/A,23.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Lemon Tea,N/A,23.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Red Tea,N/A,23.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Matcha,Original Japanese Tea,33.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Yuzu Tea,N/A,33.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Lychee Tea,N/A,33.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Strawberry Tea,N/A,33.000,2025-07-04 21:30:39
"Bentoya, Galaxy Mall 2",Mineral Water (330 ml),N/A,19.000,2025-07-04 21:30:39
"Dcrepes, Galaxy Mall",Paper Bag,WAJIB untuk pemesanan lebih dari 3 Crepes,1.000,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Double Cheese,Perpaduan antara keju yang berlimpah dengan manisnya madu,25.300,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef Truffle,Smoked Beef dengan potongan jamur yang lembut serta saus truffle yang menggoda,29.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Cheese with Coca Cola,Dengan pilihan minuman coca cola,29.500,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Choco Cheese with Coca Cola,Dengan pilihan minuman coca cola,31.600,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef and Cheese with Coca Cola,Dengan pilihan minuman coca cola,34.850,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Chili Doc with Coca Cola,Dengan pilihan minuman coca cola,35.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Choco Cheese Aqua,Dengan pilihan minuman Aqua,28.600,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Cheese Aqua,Dengan pilihan minuman Aqua,26.500,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Crispy Chicken BBQ Aqua,Dengan pilihan minuman Aqua,36.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Chili Doc Aqua,Dengan pilihan minuman Aqua,32.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Premium Beef Burger Aqua,Dengan pilihan minuman Aqua,37.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef and Cheese Aqua,Dengan pilihan minuman Aqua,31.850,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Spicy Tuna Aqua,Dengan pilihan minuman Aqua,32.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Choco Cheese With Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,28.600,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Cheese With Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,26.500,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Crispy Chicken BBQ with Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,36.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Chili Doc With  Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,32.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Premium Beef Burger With Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,37.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef and Cheese With Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,31.850,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Spicy Tuna With Nu Tea,Dengan pilihan minuman Nu Tea Green Tea / Nu Tea Honey,32.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Choco Cheese,N/A,21.600,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Cheese,N/A,19.500,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Peanut,N/A,17.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Choco Custard,N/A,25.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Vanilla Custard,N/A,23.750,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Cookies 'n Cream,N/A,26.450,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Nutella Cheese,N/A,37.800,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Cookies Vanilla Custard,N/A,27.000,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Peanut and Cheese,N/A,19.500,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Double Choco,N/A,24.850,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Banana Choco Melt,N/A,25.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Silverqueen,Potongan coklat silverqueen dibalut dengan crepes yang lembut dan tidak renyah,36.750,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Ovomaltine Only,Crepes lembut (tidak renyah) dengan olesan selai Ovomaltine dan renyahnya biskuit oreo,35.650,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Ovomaltine Cheese,Perpaduan manisnya ovomaltine dengan gurihnya taburan keju dalam balutan kulit crepes yang lembut,35.650,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Ovomaltine Cookies,Ovomaltine dilengkapi dengan renyahnya cookies dalam balutan kulit crepes yang lembut,35.650,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Crispy Chicken BBQ,kelezatan crepes dengan potongan daging ayam dan saus barbekyu yang tak tertandingi,29.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Chili Doc,N/A,25.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Steak and Cheese,"Potongan daging sapi pilihan dipadukan dengan saus keju yang lezat, bikin kamu ketagihan",33.450,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Premium Beef Burger,N/A,30.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef And Cheese,N/A,24.850,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Spicy Tuna,N/A,25.900,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Chicken Honey Mustard,Nikmatnya potongan ayam dalam balutan saus honey mustard dalam kerenyahan crepes savory,29.200,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Triple Choco,N/A,39.950,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Smoked Beef And Egg,N/A,28.000,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",Premium Sausage And Egg,N/A,28.000,2025-07-04 21:31:02
"Dcrepes, Galaxy Mall",American Breakfast,N/A,29.200,2025-07-04 21:31:02
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Stick Bun Set,N/A,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Salted Egg Abon Bun Set,N/A,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Banana Cheese Bun Set,N/A,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Almond Longan Pudding,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Green Tea Pudding,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Parfait Mochi Gula Aren,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Chinese Mango Sf Pudding,N/A,32.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Avocado Coffee Latte,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Parfait Salted Cream Caramel Souffle Cake,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Parfait Mango,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Parfait Ichigo Jelly Strawberry,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Parfait Yaki Imo,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Mix Fruit Puff,N/A,45.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Tuna Takoyaki,N/A,45.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Club Sabwich,N/A,27.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Sf Spikuk Ori,N/A,20.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Sf Spikuk Mocha,N/A,20.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Banana Pizza,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Japanese Chicken Curry Bun,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Beef Scalion,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Abon Ayam Bun,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Double Choco Sobek,N/A,69.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Donut Bite Choco Meses,N/A,13.500,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Roti Semir Cheese Choco Jadoel,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Pizza Bread,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Chicken Teriyaki Mentai,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Salted Egg Abon Bun,N/A,29.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Garlic Bread,N/A,25.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Marble Choco Babka Loaf,N/A,69.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Twistamisu Tiramisu Cake Slice,N/A,69.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Choco Sf Tube,N/A,185.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Stick Sf Tube,N/A,185.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Chrispy Sago Cheese Tube,N/A,185.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Choco Sf,N/A,215.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Stick,N/A,215.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Crispy Sago,N/A,215.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Mini Rose Merengue,N/A,85.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Almond Choco Puff M-Segi 4,-Egg Free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Sugar Almond Puff M-Segi 4,-Egg Free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Coconut Macaroon M-Segi 4,-Gluten Free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Choco Schempjes M-Segi 4,-Gluten Free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Dutch Meringue M-Segi 4,-Gluten Free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Puff M-Segi 4,-sugar free -egg free,240.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Sour Dough,-sugar free -egg free -dairy free,42.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",French Baquette Long,-sugar free -egg free -dairy free,25.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Black Pepper Beef,-Sugar Free,28.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Ciabatta,-sugar free -egg free,13.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Ball,-Sugar Free -Egg Free,25.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Herb Focacia,-sugar free -olive oil -egg free,25.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Cheese Stick Bun Set,Cheese Stick Bun,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Salted Egg Abon Bun Set,N/A,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Banana Cheese Bun Set,Banana Cheese Bun,65.000,2025-07-04 21:31:28
"Igor's Pastry, Ranch Market Galaxy Mall",Brown Bread Toast,N/A,42.000,2025-07-04 21:31:28
"Ta Wan, Galaxy Mall",Bubur Special Ta Wan 3 Kombinasi,N/A,42.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nasi Goreng Seafood,N/A,57.200,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nikmat Ceria Ber 2,Bebas Pilih 2 Menu Pilihan,44.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nikmat Ceria Ber 3,Bebas Pilih 3 Menu Pilihan,63.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Nikmat Ceria Ber 5,Bebas Pilih 5 Menu Pilihan,107.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kopi Bucin A,Brown Sugar Coffee + Earl Grey Tea,27.500,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Kopi Bucin B,Avocado Coffee + Iced Black Coffee,33.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bundling A,Rice Bowl Ayam Goreng Pedas + Brown Sugar Coffee,52.800,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bundling B,Rice Bowl Ayam Kungpao + Lemon Tea,44.000,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bundling C,Rice Bowl Ayam Telur Asin + Rice Bowl Ayam Goreng Pedas,64.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bihun Goreng Sapi,N/A,67.900,2025-07-04 21:31:54
"Ta Wan, Galaxy Mall",Bihun Goreng Seafood,N/A,71.500,2025-07-04 21:31:54
